filename,r,g,b,class
train/apples/apple_1145.jpg,255,255,255,0
train/apples/apple_1146.jpg,255,255,255,0
train/apples/apple_1148.jpg,255,255,255,0
train/apples/apple_1149.jpg,255,255,255,0
train/apples/apple_1151.jpg,255,255,255,0
train/apples/apple_1154.jpg,255,255,255,0
train/apples/apple_1159.jpg,255,255,255,0
train/apples/apple_1160.jpg,255,255,255,0
train/apples/apple_1166.jpg,255,255,255,0
train/apples/apple_1168.jpg,255,255,255,0
train/apples/apple_117.jpg,97,51,62,0
train/apples/apple_1175.jpg,144,71,78,0
train/apples/apple_1176.jpg,169,62,68,0
train/apples/apple_1179.jpg,255,255,255,0
train/apples/apple_118.jpg,255,255,255,0
train/apples/apple_1180.jpg,255,255,255,0
train/apples/apple_1184.jpg,255,255,255,0
train/apples/apple_1185.jpg,255,255,255,0
train/apples/apple_1186.jpg,255,255,255,0
train/apples/apple_1187.jpg,255,255,255,0
train/apples/apple_1188.jpg,255,255,255,0
train/apples/apple_1189.jpg,255,255,255,0
train/apples/apple_119.jpg,193,59,66,0
train/apples/apple_1190.jpg,255,255,255,0
train/apples/apple_1191.jpg,255,255,255,0
train/apples/apple_1192.jpg,164,33,23,0
train/apples/apple_1193.jpg,189,39,48,0
train/apples/apple_1194.jpg,159,43,44,0
train/apples/apple_1195.jpg,150,44,54,0
train/apples/apple_1196.jpg,255,255,255,0
train/apples/apple_1198.jpg,255,255,255,0
train/apples/apple_1199.jpg,255,255,255,0
train/apples/apple_12.jpg,255,255,255,0
train/apples/apple_120.jpg,125,31,31,0
train/apples/apple_1200.jpg,255,255,255,0
train/apples/apple_1201.jpg,203,43,31,0
train/apples/apple_1204.jpg,255,255,255,0
train/apples/apple_1206.jpg,255,255,255,0
train/apples/apple_1207.jpg,59,8,17,0
train/apples/apple_1208.jpg,255,255,255,0
train/apples/apple_121.jpg,255,255,255,0
train/apples/apple_1211.jpg,255,255,255,0
train/apples/apple_1212.jpg,255,255,255,0
train/apples/apple_1213.jpg,255,255,255,0
train/apples/apple_1214.jpg,255,255,255,0
train/apples/apple_1215.jpg,255,255,255,0
train/apples/apple_1216.jpg,255,255,255,0
train/apples/apple_1217.jpg,255,255,255,0
train/apples/apple_1219.jpg,153,41,39,0
train/apples/apple_122.jpg,147,28,30,0
train/apples/apple_1222.jpg,255,255,255,0
train/apples/apple_1223.jpg,144,30,38,0
train/apples/apple_1224.jpg,255,255,255,0
train/apples/apple_1226.jpg,255,255,255,0
train/apples/apple_1227.jpg,255,255,255,0
train/apples/apple_1228.jpg,255,255,255,0
train/apples/apple_1229.jpg,206,96,95,0
train/apples/apple_1231.jpg,158,56,54,0
train/apples/apple_1232.jpg,164,79,82,0
train/apples/apple_1234.jpg,255,255,255,0
train/apples/apple_1235.jpg,252,251,255,0
train/apples/apple_1236.jpg,255,255,255,0
train/apples/apple_1237.jpg,255,255,255,0
train/apples/apple_124.jpg,179,49,49,0
train/apples/apple_1241.jpg,92,48,61,0
train/apples/apple_1242.jpg,255,255,255,0
train/apples/apple_1243.jpg,190,56,63,0
train/apples/apple_1244.jpg,255,255,255,0
train/apples/apple_1245.jpg,255,255,255,0
train/apples/apple_1247.jpg,195,76,70,0
train/apples/apple_1248.jpg,161,32,36,0
train/apples/apple_125.jpg,120,23,34,0
train/apples/apple_1250.jpg,157,62,60,0
train/apples/apple_1251.jpg,111,19,22,0
train/apples/apple_1252.jpg,255,255,255,0
train/apples/apple_1253.jpg,255,255,255,0
train/apples/apple_1254.jpg,255,255,255,0
train/apples/apple_1255.jpg,255,255,255,0
train/apples/apple_1256.jpg,170,39,31,0
train/apples/apple_1257.jpg,255,255,255,0
train/apples/apple_1258.jpg,255,255,255,0
train/apples/apple_1259.jpg,255,255,255,0
train/apples/apple_126.jpg,151,57,55,0
train/apples/apple_1260.jpg,255,255,255,0
train/apples/apple_1261.jpg,255,255,255,0
train/apples/apple_1262.jpg,241,136,68,0
train/apples/apple_1263.jpg,182,62,72,0
train/apples/apple_1264.jpg,168,61,53,0
train/apples/apple_127.jpg,109,18,23,0
train/apples/apple_1272.jpg,255,255,255,0
train/apples/apple_1273.jpg,179,79,64,0
train/apples/apple_1275.jpg,240,138,134,0
train/apples/apple_1277.jpg,255,255,255,0
train/apples/apple_1281.jpg,167,34,25,0
train/apples/apple_1282.jpg,255,255,255,0
train/apples/apple_1283.jpg,255,255,255,0
train/apples/apple_1285.jpg,158,70,69,0
train/apples/apple_1288.jpg,255,255,255,0
train/apples/apple_129.jpg,177,48,42,0
train/apples/apple_1290.jpg,101,16,9,0
train/apples/apple_1293.jpg,255,255,255,0
train/apples/apple_1294.jpg,151,88,97,0
train/apples/apple_1295.jpg,255,255,255,0
train/apples/apple_1296.jpg,255,255,255,0
train/apples/apple_1297.jpg,255,255,255,0
train/apples/apple_1298.jpg,255,255,255,0
train/apples/apple_1299.jpg,255,255,255,0
train/apples/apple_13.jpg,140,29,35,0
train/apples/apple_130.jpg,255,255,255,0
train/apples/apple_1305.jpg,168,35,30,0
train/apples/apple_1306.jpg,240,158,136,0
train/apples/apple_1307.jpg,192,66,69,0
train/apples/apple_1308.jpg,220,106,54,0
train/apples/apple_131.jpg,255,255,255,0
train/apples/apple_1311.jpg,206,93,89,0
train/apples/apple_1312.jpg,179,73,59,0
train/apples/apple_1315.jpg,159,43,44,0
train/apples/apple_1316.jpg,136,32,41,0
train/apples/apple_1317.jpg,171,34,24,0
train/apples/apple_1318.jpg,255,255,255,0
train/apples/apple_132.jpg,174,40,31,0
train/apples/apple_1320.jpg,149,55,45,0
train/apples/apple_1321.jpg,153,74,80,0
train/apples/apple_1323.jpg,185,38,28,0
train/apples/apple_1324.jpg,109,18,23,0
train/apples/apple_1325.jpg,175,47,44,0
train/apples/apple_1326.jpg,255,255,255,0
train/apples/apple_1327.jpg,255,255,255,0
train/apples/apple_1328.jpg,142,31,40,0
train/apples/apple_1329.jpg,235,90,85,0
train/apples/apple_133.jpg,255,255,255,0
train/apples/apple_1331.jpg,124,21,14,0
train/apples/apple_1332.jpg,239,125,88,0
train/apples/apple_1334.jpg,148,38,21,0
train/apples/apple_1341.jpg,167,34,25,0
train/apples/apple_1342.jpg,255,255,255,0
train/apples/apple_1344.jpg,255,255,255,0
train/apples/apple_1347.jpg,0,0,0,0
train/apples/apple_1348.jpg,255,255,255,0
train/apples/apple_135.jpg,255,255,255,0
train/apples/apple_1350.jpg,0,0,0,0
train/apples/apple_1352.jpg,175,43,41,0
train/apples/apple_136.jpg,255,255,255,0
train/apples/apple_1361.jpg,143,70,77,0
train/apples/apple_1362.jpg,171,62,68,0
train/apples/apple_1366.jpg,156,58,49,0
train/apples/apple_1367.jpg,255,255,255,0
train/apples/apple_137.jpg,255,255,255,0
train/apples/apple_1371.jpg,150,35,28,0
train/apples/apple_1372.jpg,130,29,19,0
train/apples/apple_1373.jpg,167,34,25,0
train/apples/apple_1374.jpg,255,255,255,0
train/apples/apple_1375.jpg,165,71,72,0
train/apples/apple_1376.jpg,143,59,72,0
train/apples/apple_1377.jpg,125,24,32,0
train/apples/apple_1378.jpg,188,84,95,0
train/apples/apple_1379.jpg,255,255,255,0
train/apples/apple_138.jpg,255,255,255,0
train/apples/apple_1380.jpg,255,255,255,0
train/apples/apple_1381.jpg,179,38,28,0
train/apples/apple_1382.jpg,171,37,28,0
train/apples/apple_1383.jpg,196,87,90,0
train/apples/apple_1384.jpg,185,38,46,0
train/apples/apple_1385.jpg,137,33,42,0
train/apples/apple_1386.jpg,255,255,255,0
train/apples/apple_1388.jpg,255,255,255,0
train/apples/apple_1389.jpg,255,255,255,0
train/apples/apple_139.jpg,241,136,68,0
train/apples/apple_1390.jpg,255,255,255,0
train/apples/apple_1391.jpg,203,43,31,0
train/apples/apple_1394.jpg,187,78,83,0
train/apples/apple_1396.jpg,193,63,65,0
train/apples/apple_1397.jpg,185,62,57,0
train/apples/apple_1398.jpg,70,10,22,0
train/apples/apple_1399.jpg,181,40,33,0
train/apples/apple_140.jpg,173,65,55,0
train/apples/apple_1401.jpg,238,130,128,0
train/apples/apple_1403.jpg,255,255,255,0
train/apples/apple_1404.jpg,210,112,99,0
train/apples/apple_1406.jpg,255,255,255,0
train/apples/apple_1407.jpg,255,255,255,0
train/apples/apple_1408.jpg,255,255,255,0
train/apples/apple_1410.jpg,156,42,41,0
train/apples/apple_1413.jpg,186,50,60,0
train/apples/apple_1414.jpg,144,30,38,0
train/apples/apple_1416.jpg,184,72,70,0
train/apples/apple_1418.jpg,255,255,255,0
train/apples/apple_1419.jpg,255,255,255,0
train/apples/apple_1421.jpg,157,55,53,0
train/apples/apple_1422.jpg,164,79,82,0
train/apples/apple_1424.jpg,150,38,34,0
train/apples/apple_1425.jpg,255,255,255,0
train/apples/apple_1426.jpg,184,86,49,0
train/apples/apple_1427.jpg,255,255,255,0
train/apples/apple_1430.jpg,92,48,61,0
train/apples/apple_1431.jpg,192,58,65,0
train/apples/apple_1432.jpg,127,33,33,0
train/apples/apple_1433.jpg,255,255,255,0
train/apples/apple_1434.jpg,147,28,30,0
train/apples/apple_1436.jpg,183,53,53,0
train/apples/apple_1437.jpg,157,31,35,0
train/apples/apple_1439.jpg,111,19,22,0
train/apples/apple_1441.jpg,177,48,42,0
train/apples/apple_1442.jpg,255,255,255,0
train/apples/apple_1443.jpg,255,255,255,0
train/apples/apple_1444.jpg,167,33,22,0
train/apples/apple_1445.jpg,166,37,31,0
train/apples/apple_1446.jpg,255,255,255,0
train/apples/apple_1447.jpg,0,0,0,0
train/apples/apple_1448.jpg,0,0,0,0
train/apples/apple_1449.jpg,240,140,90,0
train/apples/apple_1450.jpg,242,164,79,0
train/apples/apple_1451.jpg,207,81,85,0
train/apples/apple_1452.jpg,165,62,55,0
train/apples/apple_1458.jpg,165,62,55,0
train/apples/apple_1459.jpg,184,82,67,0
train/apples/apple_1461.jpg,239,149,148,0
train/apples/apple_1467.jpg,167,34,25,0
train/apples/apple_1468.jpg,240,140,106,0
train/apples/apple_147.jpg,172,64,54,0
train/apples/apple_1472.jpg,158,70,69,0
train/apples/apple_1477.jpg,101,16,9,0
train/apples/apple_148.jpg,100,17,11,0
train/apples/apple_1480.jpg,157,54,55,0
train/apples/apple_1481.jpg,123,20,13,0
train/apples/apple_1482.jpg,255,255,255,0
train/apples/apple_1484.jpg,144,76,87,0
train/apples/apple_1485.jpg,0,0,0,0
train/apples/apple_1486.jpg,255,255,255,0
train/apples/apple_1487.jpg,0,0,0,0
train/apples/apple_1488.jpg,0,0,0,0
train/apples/apple_1497.jpg,116,44,47,0
train/apples/apple_15.jpg,255,255,255,0
train/apples/apple_150.jpg,239,156,152,0
train/apples/apple_1511.jpg,132,26,36,0
train/apples/apple_1512.jpg,255,255,255,0
train/apples/apple_1513.jpg,255,255,255,0
train/apples/apple_1514.jpg,255,255,255,0
train/apples/apple_1518.jpg,189,51,41,0
train/apples/apple_1519.jpg,255,255,255,0
train/apples/apple_1520.jpg,255,255,255,0
train/apples/apple_1521.jpg,119,28,35,0
train/apples/apple_1522.jpg,255,255,255,0
train/apples/apple_1524.jpg,255,255,255,0
train/apples/apple_1525.jpg,255,255,255,0
train/apples/apple_1528.jpg,255,255,255,0
train/apples/apple_1531.jpg,255,255,255,0
train/apples/apple_1536.jpg,255,255,255,0
train/apples/apple_1537.jpg,255,255,255,0
train/apples/apple_154.jpg,164,33,23,0
train/apples/apple_1540.jpg,255,255,255,0
train/apples/apple_1541.jpg,255,255,255,0
train/apples/apple_1542.jpg,255,255,255,0
train/apples/apple_155.jpg,255,255,255,0
train/apples/apple_1553.jpg,255,255,255,0
train/apples/apple_1554.jpg,255,255,255,0
train/apples/apple_1555.jpg,255,255,255,0
train/apples/apple_1556.jpg,255,255,255,0
train/apples/apple_1558.jpg,255,255,255,0
train/apples/apple_1559.jpg,255,255,255,0
train/apples/apple_1560.jpg,166,33,24,0
train/apples/apple_1561.jpg,255,255,255,0
train/apples/apple_1562.jpg,158,66,69,0
train/apples/apple_1563.jpg,137,53,66,0
train/apples/apple_1564.jpg,123,23,31,0
train/apples/apple_1565.jpg,255,255,255,0
train/apples/apple_1566.jpg,255,255,255,0
train/apples/apple_1567.jpg,255,255,255,0
train/apples/apple_1568.jpg,255,255,255,0
train/apples/apple_1569.jpg,255,255,255,0
train/apples/apple_157.jpg,156,66,66,0
train/apples/apple_1570.jpg,200,100,100,0
train/apples/apple_1571.jpg,159,43,44,0
train/apples/apple_1572.jpg,150,44,54,0
train/apples/apple_1573.jpg,255,255,255,0
train/apples/apple_1575.jpg,255,255,255,0
train/apples/apple_1576.jpg,255,255,255,0
train/apples/apple_1577.jpg,255,255,255,0
train/apples/apple_1578.jpg,203,43,31,0
train/apples/apple_1581.jpg,255,255,255,0
train/apples/apple_1583.jpg,255,255,255,0
train/apples/apple_1584.jpg,255,255,255,0
train/apples/apple_1588.jpg,255,255,255,0
train/apples/apple_1589.jpg,255,255,255,0
train/apples/apple_1591.jpg,255,255,255,0
train/apples/apple_1592.jpg,255,255,255,0
train/apples/apple_1593.jpg,255,255,255,0
train/apples/apple_1594.jpg,255,255,255,0
train/apples/apple_1595.jpg,255,255,255,0
train/apples/apple_1596.jpg,255,255,255,0
train/apples/apple_1599.jpg,255,255,255,0
train/apples/apple_16.jpg,239,140,108,0
train/apples/apple_160.jpg,153,54,48,0
train/apples/apple_1600.jpg,186,50,60,0
train/apples/apple_1601.jpg,255,255,255,0
train/apples/apple_1603.jpg,255,255,255,0
train/apples/apple_1606.jpg,255,255,255,0
train/apples/apple_1607.jpg,255,255,255,0
train/apples/apple_1608.jpg,255,255,255,0
train/apples/apple_1609.jpg,222,89,118,0
train/apples/apple_1611.jpg,157,53,52,0
train/apples/apple_1612.jpg,164,79,82,0
train/apples/apple_1614.jpg,164,36,27,0
train/apples/apple_1615.jpg,255,255,255,0
train/apples/apple_1616.jpg,252,251,255,0
train/apples/apple_1620.jpg,93,49,62,0
train/apples/apple_1621.jpg,255,255,255,0
train/apples/apple_1622.jpg,192,58,65,0
train/apples/apple_1623.jpg,255,255,255,0
train/apples/apple_1624.jpg,255,255,255,0
train/apples/apple_1625.jpg,255,255,255,0
train/apples/apple_1627.jpg,181,51,51,0
train/apples/apple_1628.jpg,255,255,255,0
train/apples/apple_163.jpg,101,16,9,0
train/apples/apple_1630.jpg,157,62,60,0
train/apples/apple_1632.jpg,255,255,255,0
train/apples/apple_1633.jpg,255,255,255,0
train/apples/apple_1634.jpg,255,255,255,0
train/apples/apple_1635.jpg,163,38,32,0
train/apples/apple_1637.jpg,255,255,255,0
train/apples/apple_1638.jpg,255,255,255,0
train/apples/apple_1639.jpg,255,255,255,0
train/apples/apple_164.jpg,148,52,54,0
train/apples/apple_1640.jpg,255,255,255,0
train/apples/apple_1641.jpg,241,136,68,0
train/apples/apple_1642.jpg,182,62,72,0
train/apples/apple_1643.jpg,166,63,56,0
train/apples/apple_1649.jpg,255,255,255,0
train/apples/apple_165.jpg,119,20,14,0
train/apples/apple_1650.jpg,255,255,255,0
train/apples/apple_1651.jpg,186,86,70,0
train/apples/apple_1653.jpg,238,132,119,0
train/apples/apple_1661.jpg,167,34,25,0
train/apples/apple_1663.jpg,255,255,255,0
train/apples/apple_1666.jpg,255,255,255,0
train/apples/apple_1668.jpg,101,16,9,0
train/apples/apple_167.jpg,255,255,255,0
train/apples/apple_1671.jpg,147,53,54,0
train/apples/apple_1672.jpg,255,255,255,0
train/apples/apple_1673.jpg,255,255,255,0
train/apples/apple_1675.jpg,255,255,255,0
train/apples/apple_1676.jpg,255,255,255,0
train/apples/apple_1677.jpg,255,255,255,0
train/apples/apple_1678.jpg,255,255,255,0
train/apples/apple_168.jpg,255,255,255,0
train/apples/apple_1684.jpg,149,39,38,0
train/apples/apple_1685.jpg,240,154,107,0
train/apples/apple_1686.jpg,220,110,57,0
train/apples/apple_1689.jpg,198,86,84,0
train/apples/apple_1691.jpg,178,72,58,0
train/apples/apple_170.jpg,255,255,255,0
train/apples/apple_172.jpg,255,255,255,0
train/apples/apple_179.jpg,116,44,47,0
train/apples/apple_183.jpg,167,34,29,0
train/apples/apple_184.jpg,204,111,93,0
train/apples/apple_185.jpg,193,65,66,0
train/apples/apple_186.jpg,206,97,77,0
train/apples/apple_189.jpg,199,85,84,0
train/apples/apple_191.jpg,179,73,59,0
train/apples/apple_193.jpg,128,30,21,0
train/apples/apple_195.jpg,160,44,45,0
train/apples/apple_196.jpg,153,48,55,0
train/apples/apple_197.jpg,171,34,24,0
train/apples/apple_198.jpg,255,255,255,0
train/apples/apple_199.jpg,255,255,255,0
train/apples/apple_2.jpg,132,26,36,0
train/apples/apple_201.jpg,148,29,23,0
train/apples/apple_203.jpg,185,38,28,0
train/apples/apple_205.jpg,185,55,55,0
train/apples/apple_206.jpg,255,255,255,0
train/apples/apple_207.jpg,255,255,255,0
train/apples/apple_208.jpg,146,30,39,0
train/apples/apple_209.jpg,255,255,255,0
train/apples/apple_21.jpg,255,255,255,0
train/apples/apple_211.jpg,217,79,79,0
train/apples/apple_216.jpg,94,15,10,0
train/apples/apple_220.jpg,159,32,23,0
train/apples/apple_221.jpg,255,255,255,0
train/apples/apple_223.jpg,255,255,255,0
train/apples/apple_225.jpg,255,255,255,0
train/apples/apple_227.jpg,255,255,255,0
train/apples/apple_229.jpg,160,33,26,0
train/apples/apple_236.jpg,142,69,76,0
train/apples/apple_237.jpg,169,62,68,0
train/apples/apple_240.jpg,151,36,29,0
train/apples/apple_241.jpg,92,20,21,0
train/apples/apple_244.jpg,153,34,26,0
train/apples/apple_245.jpg,166,33,24,0
train/apples/apple_246.jpg,107,56,61,0
train/apples/apple_247.jpg,157,62,68,0
train/apples/apple_248.jpg,140,56,69,0
train/apples/apple_249.jpg,184,80,81,0
train/apples/apple_250.jpg,123,23,31,0
train/apples/apple_251.jpg,255,255,255,0
train/apples/apple_252.jpg,255,255,255,0
train/apples/apple_253.jpg,180,38,28,0
train/apples/apple_254.jpg,171,37,28,0
train/apples/apple_255.jpg,199,95,96,0
train/apples/apple_256.jpg,164,33,23,0
train/apples/apple_257.jpg,182,37,42,0
train/apples/apple_258.jpg,161,45,46,0
train/apples/apple_259.jpg,149,43,53,0
train/apples/apple_26.jpg,166,33,24,0
train/apples/apple_260.jpg,255,255,255,0
train/apples/apple_261.jpg,255,255,255,0
train/apples/apple_262.jpg,255,255,255,0
train/apples/apple_263.jpg,202,42,30,0
train/apples/apple_266.jpg,176,67,73,0
train/apples/apple_268.jpg,194,64,66,0
train/apples/apple_269.jpg,187,66,58,0
train/apples/apple_27.jpg,255,255,255,0
train/apples/apple_270.jpg,70,10,22,0
train/apples/apple_271.jpg,165,33,28,0
train/apples/apple_274.jpg,236,122,121,0
train/apples/apple_276.jpg,255,255,255,0
train/apples/apple_277.jpg,207,109,96,0
train/apples/apple_279.jpg,255,255,255,0
train/apples/apple_280.jpg,255,255,255,0
train/apples/apple_281.jpg,255,255,255,0
train/apples/apple_282.jpg,255,255,255,0
train/apples/apple_283.jpg,255,255,255,0
train/apples/apple_284.jpg,101,16,21,0
train/apples/apple_285.jpg,166,32,29,0
train/apples/apple_287.jpg,151,37,36,0
train/apples/apple_29.jpg,255,255,255,0
train/apples/apple_290.jpg,154,35,27,0
train/apples/apple_291.jpg,186,50,60,0
train/apples/apple_292.jpg,120,27,35,0
train/apples/apple_296.jpg,255,255,255,0
train/apples/apple_297.jpg,187,39,29,0
train/apples/apple_298.jpg,230,106,140,0
train/apples/apple_3.jpg,167,34,25,0
train/apples/apple_300.jpg,157,55,53,0
train/apples/apple_301.jpg,162,76,77,0
train/apples/apple_303.jpg,179,38,28,0
train/apples/apple_304.jpg,250,250,250,0
train/apples/apple_305.jpg,187,97,62,0
train/apples/apple_306.jpg,255,255,255,0
train/apples/apple_307.jpg,255,255,255,0
train/apples/apple_31.jpg,255,255,255,0
train/apples/apple_312.jpg,191,57,64,0
train/apples/apple_313.jpg,127,31,32,0
train/apples/apple_314.jpg,255,255,255,0
train/apples/apple_315.jpg,147,28,30,0
train/apples/apple_316.jpg,192,74,70,0
train/apples/apple_317.jpg,157,31,35,0
train/apples/apple_318.jpg,156,61,59,0
train/apples/apple_319.jpg,103,17,20,0
train/apples/apple_321.jpg,177,48,42,0
train/apples/apple_322.jpg,255,255,255,0
train/apples/apple_323.jpg,127,51,55,0
train/apples/apple_324.jpg,164,39,35,0
train/apples/apple_325.jpg,255,255,255,0
train/apples/apple_326.jpg,255,255,255,0
train/apples/apple_328.jpg,255,255,255,0
train/apples/apple_329.jpg,255,255,255,0
train/apples/apple_33.jpg,255,255,255,0
train/apples/apple_330.jpg,186,69,78,0
train/apples/apple_331.jpg,169,62,54,0
train/apples/apple_338.jpg,184,82,67,0
train/apples/apple_339.jpg,239,143,131,0
train/apples/apple_347.jpg,164,33,23,0
train/apples/apple_349.jpg,255,255,255,0
train/apples/apple_35.jpg,255,255,255,0
train/apples/apple_351.jpg,158,70,69,0
train/apples/apple_353.jpg,149,52,45,0
train/apples/apple_356.jpg,101,16,9,0
train/apples/apple_359.jpg,147,53,54,0
train/apples/apple_361.jpg,151,64,72,0
train/apples/apple_362.jpg,255,255,255,0
train/apples/apple_364.jpg,255,255,255,0
train/apples/apple_372.jpg,116,44,47,0
train/apples/apple_375.jpg,149,30,24,0
train/apples/apple_376.jpg,205,134,128,0
train/apples/apple_377.jpg,190,66,68,0
train/apples/apple_378.jpg,219,107,59,0
train/apples/apple_381.jpg,202,88,87,0
train/apples/apple_383.jpg,180,72,59,0
train/apples/apple_385.jpg,131,30,18,0
train/apples/apple_387.jpg,161,43,43,0
train/apples/apple_388.jpg,138,32,42,0
train/apples/apple_389.jpg,172,35,25,0
train/apples/apple_390.jpg,255,255,255,0
train/apples/apple_391.jpg,152,55,46,0
train/apples/apple_392.jpg,154,72,78,0
train/apples/apple_394.jpg,187,39,29,0
train/apples/apple_395.jpg,133,37,39,0
train/apples/apple_397.jpg,163,41,52,0
train/apples/apple_398.jpg,255,255,255,0
train/apples/apple_399.jpg,239,135,132,0
train/apples/apple_4.jpg,255,255,255,0
train/apples/apple_400.jpg,132,25,19,0
train/apples/apple_401.jpg,237,109,74,0
train/apples/apple_405.jpg,94,15,10,0
train/apples/apple_411.jpg,120,25,19,0
train/apples/apple_42.jpg,141,70,76,0
train/apples/apple_424.jpg,142,69,76,0
train/apples/apple_425.jpg,170,61,67,0
train/apples/apple_43.jpg,169,60,66,0
train/apples/apple_430.jpg,154,35,27,0
train/apples/apple_431.jpg,147,48,42,0
train/apples/apple_432.jpg,113,52,57,0
train/apples/apple_433.jpg,255,255,255,0
train/apples/apple_437.jpg,150,35,28,0
train/apples/apple_438.jpg,131,30,20,0
train/apples/apple_439.jpg,171,34,24,0
train/apples/apple_440.jpg,144,31,37,0
train/apples/apple_441.jpg,141,57,70,0
train/apples/apple_442.jpg,183,79,80,0
train/apples/apple_443.jpg,128,24,31,0
train/apples/apple_444.jpg,255,255,255,0
